checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
1000,head,output_zeroing,4,12,-1,4.9413543128967286,4.9417941284179685,-8.90070805269013e-05,3.0648505687713623
1000,head,output_zeroing,4,15,-1,4.9413543128967286,4.941399269104004,-9.097952591202994e-06,3.064988613128662
1000,head,output_zeroing,5,0,-1,4.9413543128967286,4.9417627334594725,-8.265356760149072e-05,3.0644216537475586
1000,head,output_zeroing,5,3,-1,4.9413543128967286,4.94031702041626,0.00020992068465140734,3.06953763961792
1000,head,output_zeroing,5,6,-1,4.9413543128967286,4.9413989067077635,-9.024613134612731e-06,3.070347309112549
1000,head,output_zeroing,5,9,-1,4.9413543128967286,4.942023773193359,-0.00013548113619036266,3.071540117263794
1000,head,output_zeroing,5,12,-1,4.9413543128967286,4.959609718322754,-0.0036944133672785332,3.0733397006988525
1000,head,output_zeroing,5,15,-1,4.9413543128967286,4.943434562683105,-0.0004209877808088787,3.0774638652801514
1000,head,output_zeroing,6,0,-1,4.9413543128967286,4.942141151428222,-0.0001592354001898091,3.07783842086792
1000,head,output_zeroing,6,3,-1,4.9413543128967286,4.942907390594482,-0.0003143020312670176,3.075012445449829
1000,head,output_zeroing,6,6,-1,4.9413543128967286,4.942254009246827,-0.0001820748509674446,3.078624725341797
1000,head,output_zeroing,6,9,-1,4.9413543128967286,4.942103004455566,-0.00015151545738856373,3.0806591510772705
1000,head,output_zeroing,6,12,-1,4.9413543128967286,4.941341972351074,2.497401496281974e-06,3.0839197635650635
1000,head,output_zeroing,6,15,-1,4.9413543128967286,4.94196475982666,-0.00012353838467685758,3.0838229656219482
1000,head,output_zeroing,7,0,-1,4.9413543128967286,4.941631469726563,-5.608924442247001e-05,3.085415840148926
1000,head,output_zeroing,7,3,-1,4.9413543128967286,4.941744422912597,-7.894799505685698e-05,3.084148645401001
1000,head,output_zeroing,7,6,-1,4.9413543128967286,4.941130924224853,4.520798504413619e-05,3.086876153945923
1000,head,output_zeroing,7,9,-1,4.9413543128967286,4.942197647094726,-0.0001706686354784967,3.086698055267334
1000,head,output_zeroing,7,12,-1,4.9413543128967286,4.941526184082031,-3.478220229096081e-05,3.0906875133514404
1000,head,output_zeroing,7,15,-1,4.9413543128967286,4.941520652770996,-3.366281058481618e-05,3.091538906097412
